25
25
25
100
100
100
99
200
200
148
250
249
250
253
253
252
252
246
245
33
31
300
396
174
140
141
15
16
55
268
100
50
200
199
150
150
200
200
171
99
85
6
63
50
2
199
181
50
120
250
50
50
256
24
256
256
256
4
499
500
502
50
50
6
100
50
67
100
202
126
100
95
151
98
168
168
